"Year","Month","Day","Average Heat Index ?C"
"2024","01","01",33
"2024","01","02",34
"2024","01","03",32
"2024","01","04",34
"2024","01","05",33
"2024","01","06",34
"2024","01","07",34
"2024","01","08",34
"2024","01","09",33
"2024","01","10",32
"2024","01","11",32
"2024","01","12",31
"2024","01","13",33
"2024","01","14",30
"2024","01","15",32
"2024","01","16",31
"2024","01","17",28
"2024","01","18",29
"2024","01","19",30
"2024","01","20",30
"2024","01","21",32
"2024","01","22",33
"2024","01","23",31
"2024","01","24",32
"2024","01","25",31
"2024","01","26",29
"2024","01","27",28
"2024","01","28",29
"2024","01","29",29
"2024","01","30",30
"2024","01","31",30
"2024","02","01",30
"2024","02","02",30
"2024","02","03",31
"2024","02","04",31
"2024","02","05",32
"2024","02","06",32
"2024","02","07",30
"2024","02","08",30
"2024","02","09",31
"2024","02","10",31
"2024","02","11",30
"2024","02","12",30
"2024","02","13",32
"2024","02","14",32
"2024","02","15",32
"2024","02","16",32
"2024","02","17",30
"2024","02","18",32
"2024","02","19",30
"2024","02","20",31
"2024","02","21",32
"2024","02","22",32
"2024","02","23",32
"2024","02","24",34
"2024","02","25",32
"2024","02","26",30
"2024","02","27",30
"2024","02","28",30
"2024","02","29",32
"2024","03","01",30
"2024","03","02",30
"2024","03","03",31
"2024","03","04",31
"2024","03","05",32
"2024","03","06",31
"2024","03","07",31
"2024","03","08",31
"2024","03","09",31
"2024","03","10",31
"2024","03","11",32
"2024","03","12",32
"2024","03","13",33
"2024","03","14",33
"2024","03","15",33
"2024","03","16",33
"2024","03","17",32
"2024","03","18",32
"2024","03","19",31
"2024","03","20",32
"2024","03","21",31
"2024","03","22",32
"2024","03","23",34
"2024","03","24",33
"2024","03","25",34
"2024","03","26",37
"2024","03","27",37
"2024","03","28",38
"2024","03","29",36
"2024","03","30",33
"2024","03","31",35
"2024","04","01",35
"2024","04","02",34
"2024","04","03",33
"2024","04","04",36
"2024","04","05",35
"2024","04","06",36
"2024","04","07",36
"2024","04","08",35
"2024","04","09",36
"2024","04","10",34
"2024","04","11",34
"2024","04","12",34
"2024","04","13",35
"2024","04","14",36
"2024","04","15",36
"2024","04","16",34
"2024","04","17",34
"2024","04","18",34
"2024","04","19",34
"2024","04","20",36
"2024","04","21",37
"2024","04","22",38
"2024","04","23",39
