year,month,day,avg_heat_index_celsius,city_name
2024,4,14,32,"Laguindingan Airport"
2024,4,15,35,"Laguindingan Airport"
2024,4,16,34,"Laguindingan Airport"
2024,4,17,34,"Laguindingan Airport"
2024,4,18,34,"Laguindingan Airport"
2024,4,19,34,"Laguindingan Airport"
2024,4,20,-999,"Laguindingan Airport"
2024,4,21,35,"Laguindingan Airport"
2024,4,22,36,"Laguindingan Airport"
2024,4,23,36,"Laguindingan Airport"
2024,1,1,31,"Laoag"
2024,1,2,33,"Laoag"
2024,1,3,27,"Laoag"
2024,1,4,30,"Laoag"
2024,1,5,29,"Laoag"
2024,1,6,27,"Laoag"
2024,1,7,26,"Laoag"
2024,1,8,30,"Laoag"
2024,1,9,31,"Laoag"
2024,1,10,28,"Laoag"
2024,1,11,26,"Laoag"
2024,1,12,26,"Laoag"
2024,1,13,27,"Laoag"
2024,1,14,28,"Laoag"
2024,1,15,27,"Laoag"
2024,1,16,26,"Laoag"
2024,1,17,28,"Laoag"
2024,1,18,28,"Laoag"
2024,1,19,29,"Laoag"
2024,1,20,30,"Laoag"
2024,1,21,30,"Laoag"
2024,1,22,31,"Laoag"
2024,1,23,27,"Laoag"
2024,1,24,27,"Laoag"
2024,1,25,26,"Laoag"
2024,1,26,25,"Laoag"
2024,1,27,27,"Laoag"
2024,1,28,27,"Laoag"
2024,1,29,27,"Laoag"
2024,1,30,26,"Laoag"
2024,1,31,28,"Laoag"
2024,2,1,28,"Laoag"
2024,2,2,29,"Laoag"
2024,2,3,30,"Laoag"
2024,2,4,31,"Laoag"
2024,2,5,32,"Laoag"
2024,2,6,32,"Laoag"
2024,2,7,30,"Laoag"
2024,2,8,29,"Laoag"
2024,2,9,29,"Laoag"
2024,2,10,28,"Laoag"
2024,2,11,27,"Laoag"
2024,2,12,27,"Laoag"
2024,2,13,28,"Laoag"
2024,2,14,29,"Laoag"
2024,2,15,29,"Laoag"
2024,2,16,29,"Laoag"
2024,2,17,29,"Laoag"
2024,2,18,30,"Laoag"
2024,2,19,31,"Laoag"
2024,2,20,30,"Laoag"
2024,2,21,30,"Laoag"
2024,2,22,29,"Laoag"
2024,2,23,31,"Laoag"
2024,2,24,30,"Laoag"
2024,2,25,30,"Laoag"
2024,2,26,31,"Laoag"
2024,2,27,30,"Laoag"
2024,2,28,29,"Laoag"
2024,2,29,30,"Laoag"
2024,3,1,30,"Laoag"
2024,3,2,28,"Laoag"
2024,3,3,30,"Laoag"
2024,3,4,31,"Laoag"
2024,3,5,31,"Laoag"
2024,3,6,31,"Laoag"
2024,3,7,30,"Laoag"
2024,3,8,32,"Laoag"
2024,3,9,30,"Laoag"
2024,3,10,30,"Laoag"
2024,3,11,31,"Laoag"
2024,3,12,29,"Laoag"
2024,3,13,30,"Laoag"
2024,3,14,30,"Laoag"
2024,3,15,31,"Laoag"
2024,3,16,32,"Laoag"
2024,3,17,30,"Laoag"
2024,3,18,31,"Laoag"
2024,3,19,31,"Laoag"
2024,3,20,29,"Laoag"
2024,3,21,30,"Laoag"
2024,3,22,31,"Laoag"
2024,3,23,33,"Laoag"
2024,3,24,33,"Laoag"
2024,3,25,34,"Laoag"
2024,3,26,34,"Laoag"
2024,3,27,36,"Laoag"
2024,3,28,35,"Laoag"
2024,3,29,35,"Laoag"
2024,3,30,36,"Laoag"
2024,3,31,37,"Laoag"
2024,4,1,36,"Laoag"
2024,4,2,36,"Laoag"
2024,4,3,34,"Laoag"
2024,4,4,34,"Laoag"
2024,4,5,38,"Laoag"
2024,4,6,38,"Laoag"
2024,4,7,37,"Laoag"
2024,4,8,35,"Laoag"
2024,4,9,35,"Laoag"
2024,4,10,37,"Laoag"
2024,4,11,35,"Laoag"
2024,4,12,37,"Laoag"
2024,4,13,36,"Laoag"
2024,4,14,37,"Laoag"
2024,4,15,36,"Laoag"
2024,4,16,36,"Laoag"
2024,4,17,36,"Laoag"
2024,4,18,34,"Laoag"
2024,4,19,34,"Laoag"
2024,4,20,38,"Laoag"
2024,4,21,37,"Laoag"
2024,4,22,37,"Laoag"
2024,4,23,38,"Laoag"
2024,1,1,-999,"Legazpi"
2024,1,2,-999,"Legazpi"
2024,1,3,-999,"Legazpi"
2024,1,4,-999,"Legazpi"
2024,1,5,-999,"Legazpi"
2024,1,6,-999,"Legazpi"
2024,1,7,-999,"Legazpi"
2024,1,8,-999,"Legazpi"
2024,1,9,-999,"Legazpi"
2024,1,10,-999,"Legazpi"
2024,1,11,-999,"Legazpi"
2024,1,12,-999,"Legazpi"
2024,1,13,-999,"Legazpi"
2024,1,14,-999,"Legazpi"
2024,1,15,-999,"Legazpi"
2024,1,16,-999,"Legazpi"
2024,1,17,-999,"Legazpi"
2024,1,18,-999,"Legazpi"
2024,1,19,-999,"Legazpi"
2024,1,20,-999,"Legazpi"
2024,1,21,-999,"Legazpi"
2024,1,22,-999,"Legazpi"
2024,1,23,-999,"Legazpi"
2024,1,24,-999,"Legazpi"
2024,1,25,-999,"Legazpi"
2024,1,26,-999,"Legazpi"
2024,1,27,-999,"Legazpi"
2024,1,28,-999,"Legazpi"
2024,1,29,-999,"Legazpi"
2024,1,30,-999,"Legazpi"
2024,1,31,-999,"Legazpi"
2024,2,1,30,"Legazpi"
2024,2,2,30,"Legazpi"
2024,2,3,30,"Legazpi"
2024,2,4,32,"Legazpi"
2024,2,5,30,"Legazpi"
2024,2,6,28,"Legazpi"
2024,2,7,28,"Legazpi"
2024,2,8,30,"Legazpi"
2024,2,9,28,"Legazpi"
2024,2,10,26,"Legazpi"
2024,2,11,28,"Legazpi"
2024,2,12,27,"Legazpi"
2024,2,13,27,"Legazpi"
2024,2,14,30,"Legazpi"
2024,2,15,26,"Legazpi"
2024,2,16,30,"Legazpi"
2024,2,17,29,"Legazpi"
2024,2,18,28,"Legazpi"
2024,2,19,30,"Legazpi"
2024,2,20,30,"Legazpi"
2024,2,21,30,"Legazpi"
2024,2,22,30,"Legazpi"
2024,2,23,30,"Legazpi"
2024,2,24,31,"Legazpi"
2024,2,25,29,"Legazpi"
2024,2,26,30,"Legazpi"
2024,2,27,30,"Legazpi"
2024,2,28,30,"Legazpi"
2024,2,29,30,"Legazpi"
2024,3,1,29,"Legazpi"
2024,3,2,29,"Legazpi"
2024,3,3,29,"Legazpi"
2024,3,4,30,"Legazpi"
2024,3,5,31,"Legazpi"
2024,3,6,32,"Legazpi"
2024,3,7,30,"Legazpi"
2024,3,8,30,"Legazpi"
2024,3,9,31,"Legazpi"
2024,3,10,26,"Legazpi"
2024,3,11,29,"Legazpi"
2024,3,12,32,"Legazpi"
2024,3,13,31,"Legazpi"
2024,3,14,30,"Legazpi"
2024,3,15,34,"Legazpi"
2024,3,16,-999,"Legazpi"
2024,3,17,-999,"Legazpi"
2024,3,18,-999,"Legazpi"
2024,3,19,-999,"Legazpi"
2024,3,20,-999,"Legazpi"
2024,3,21,-999,"Legazpi"
2024,3,22,-999,"Legazpi"
2024,3,23,-999,"Legazpi"
2024,3,24,-999,"Legazpi"
2024,3,25,-999,"Legazpi"
2024,3,26,-999,"Legazpi"
2024,3,27,-999,"Legazpi"
2024,3,28,-999,"Legazpi"
2024,3,29,-999,"Legazpi"
2024,3,30,-999,"Legazpi"
2024,3,31,-999,"Legazpi"
2024,4,1,-999,"Legazpi"
2024,4,2,-999,"Legazpi"
2024,4,3,-999,"Legazpi"
2024,4,4,-999,"Legazpi"
2024,4,5,-999,"Legazpi"
2024,4,6,-999,"Legazpi"
2024,4,7,-999,"Legazpi"
2024,4,8,-999,"Legazpi"
2024,4,9,-999,"Legazpi"
2024,4,10,-999,"Legazpi"
2024,4,11,30,"Legazpi"
2024,4,12,31,"Legazpi"
2024,4,13,33,"Legazpi"
2024,4,14,35,"Legazpi"
2024,4,15,34,"Legazpi"
2024,4,16,34,"Legazpi"
2024,4,17,34,"Legazpi"
2024,4,18,34,"Legazpi"
2024,4,19,36,"Legazpi"
2024,4,20,35,"Legazpi"
2024,4,21,36,"Legazpi"
2024,4,22,37,"Legazpi"
2024,4,23,-999,"Legazpi"
2024,1,1,33,"Maasin"
2024,1,2,32,"Maasin"
2024,1,3,30,"Maasin"
2024,1,4,31,"Maasin"
2024,1,5,30,"Maasin"
2024,1,6,31,"Maasin"
2024,1,7,29,"Maasin"
2024,1,8,32,"Maasin"
2024,1,9,31,"Maasin"
2024,1,10,31,"Maasin"
2024,1,11,29,"Maasin"
2024,1,12,28,"Maasin"
2024,1,13,26,"Maasin"
2024,1,14,26,"Maasin"
2024,1,15,28,"Maasin"
2024,1,16,28,"Maasin"
2024,1,17,28,"Maasin"
2024,1,18,27,"Maasin"
2024,1,19,28,"Maasin"
2024,1,20,28,"Maasin"
2024,1,21,29,"Maasin"
2024,1,22,28,"Maasin"
2024,1,23,28,"Maasin"
2024,1,24,28,"Maasin"
2024,1,25,27,"Maasin"
2024,1,26,27,"Maasin"
2024,1,27,26,"Maasin"
2024,1,28,27,"Maasin"
2024,1,29,28,"Maasin"
2024,1,30,26,"Maasin"
2024,1,31,28,"Maasin"
2024,2,1,27,"Maasin"
2024,2,2,29,"Maasin"
2024,2,3,28,"Maasin"
2024,2,4,28,"Maasin"
2024,2,5,29,"Maasin"
2024,2,6,27,"Maasin"
2024,2,7,26,"Maasin"
2024,2,8,29,"Maasin"
2024,2,9,30,"Maasin"
2024,2,10,29,"Maasin"
2024,2,11,28,"Maasin"
2024,2,12,28,"Maasin"
2024,2,13,28,"Maasin"
2024,2,14,30,"Maasin"
2024,2,15,30,"Maasin"
2024,2,16,28,"Maasin"
2024,2,17,29,"Maasin"
2024,2,18,30,"Maasin"
2024,2,19,28,"Maasin"
2024,2,20,26,"Maasin"
2024,2,21,28,"Maasin"
2024,2,22,29,"Maasin"
2024,2,23,28,"Maasin"
2024,2,24,29,"Maasin"
2024,2,25,28,"Maasin"
2024,2,26,28,"Maasin"
2024,2,27,28,"Maasin"
2024,2,28,28,"Maasin"
2024,2,29,30,"Maasin"
2024,3,1,30,"Maasin"
2024,3,2,29,"Maasin"
2024,3,3,29,"Maasin"
2024,3,4,29,"Maasin"
2024,3,5,30,"Maasin"
2024,3,6,32,"Maasin"
2024,3,7,30,"Maasin"
2024,3,8,28,"Maasin"
2024,3,9,28,"Maasin"
2024,3,10,29,"Maasin"
2024,3,11,30,"Maasin"
2024,3,12,28,"Maasin"
2024,3,13,29,"Maasin"
2024,3,14,30,"Maasin"
2024,3,15,30,"Maasin"
2024,3,16,30,"Maasin"
2024,3,17,29,"Maasin"
2024,3,18,28,"Maasin"
2024,3,19,29,"Maasin"
2024,3,20,30,"Maasin"
2024,3,21,29,"Maasin"
2024,3,22,30,"Maasin"
2024,3,23,31,"Maasin"
2024,3,24,28,"Maasin"
2024,3,25,29,"Maasin"
2024,3,26,34,"Maasin"
2024,3,27,34,"Maasin"
2024,3,28,33,"Maasin"
2024,3,29,32,"Maasin"
2024,3,30,32,"Maasin"
2024,3,31,32,"Maasin"
2024,4,1,32,"Maasin"
2024,4,2,33,"Maasin"
2024,4,3,32,"Maasin"
2024,4,4,33,"Maasin"
2024,4,5,33,"Maasin"
2024,4,6,32,"Maasin"
2024,4,7,32,"Maasin"
2024,4,8,29,"Maasin"
2024,4,9,33,"Maasin"
2024,4,10,31,"Maasin"
2024,4,11,30,"Maasin"
2024,4,12,32,"Maasin"
2024,4,13,32,"Maasin"
2024,4,14,33,"Maasin"
2024,4,15,33,"Maasin"
2024,4,16,34,"Maasin"
2024,4,17,32,"Maasin"
2024,4,18,34,"Maasin"
2024,4,19,33,"Maasin"
2024,4,20,32,"Maasin"
2024,4,21,33,"Maasin"
2024,4,22,35,"Maasin"
2024,4,23,34,"Maasin"
2024,1,1,33,"Mactan International Airport"
2024,1,2,32,"Mactan International Airport"
2024,1,3,32,"Mactan International Airport"
2024,1,4,32,"Mactan International Airport"
2024,1,5,34,"Mactan International Airport"
2024,1,6,33,"Mactan International Airport"
2024,1,7,33,"Mactan International Airport"
2024,1,8,34,"Mactan International Airport"
2024,1,9,31,"Mactan International Airport"
2024,1,10,33,"Mactan International Airport"
2024,1,11,32,"Mactan International Airport"
2024,1,12,30,"Mactan International Airport"
2024,1,13,28,"Mactan International Airport"
2024,1,14,30,"Mactan International Airport"
2024,1,15,31,"Mactan International Airport"
2024,1,16,29,"Mactan International Airport"
2024,1,17,29,"Mactan International Airport"
2024,1,18,31,"Mactan International Airport"
2024,1,19,31,"Mactan International Airport"
2024,1,20,31,"Mactan International Airport"
2024,1,21,31,"Mactan International Airport"
2024,1,22,30,"Mactan International Airport"
2024,1,23,31,"Mactan International Airport"
2024,1,24,30,"Mactan International Airport"
2024,1,25,29,"Mactan International Airport"
2024,1,26,28,"Mactan International Airport"
2024,1,27,28,"Mactan International Airport"
2024,1,28,28,"Mactan International Airport"
2024,1,29,29,"Mactan International Airport"
2024,1,30,28,"Mactan International Airport"
2024,1,31,30,"Mactan International Airport"
2024,2,1,29,"Mactan International Airport"
2024,2,2,29,"Mactan International Airport"
2024,2,3,30,"Mactan International Airport"
2024,2,4,29,"Mactan International Airport"
2024,2,5,31,"Mactan International Airport"
2024,2,6,27,"Mactan International Airport"
2024,2,7,29,"Mactan International Airport"
2024,2,8,30,"Mactan International Airport"
2024,2,9,31,"Mactan International Airport"
2024,2,10,31,"Mactan International Airport"
2024,2,11,29,"Mactan International Airport"
2024,2,12,28,"Mactan International Airport"
2024,2,13,29,"Mactan International Airport"
2024,2,14,30,"Mactan International Airport"
2024,2,15,30,"Mactan International Airport"
2024,2,16,30,"Mactan International Airport"
2024,2,17,31,"Mactan International Airport"
2024,2,18,31,"Mactan International Airport"
2024,2,19,31,"Mactan International Airport"
2024,2,20,31,"Mactan International Airport"
2024,2,21,31,"Mactan International Airport"
2024,2,22,31,"Mactan International Airport"
2024,2,23,31,"Mactan International Airport"
2024,2,24,31,"Mactan International Airport"
2024,2,25,30,"Mactan International Airport"
2024,2,26,30,"Mactan International Airport"
2024,2,27,30,"Mactan International Airport"
2024,2,28,31,"Mactan International Airport"
2024,2,29,30,"Mactan International Airport"
2024,3,1,31,"Mactan International Airport"
2024,3,2,31,"Mactan International Airport"
2024,3,3,30,"Mactan International Airport"
2024,3,4,31,"Mactan International Airport"
2024,3,5,31,"Mactan International Airport"
2024,3,6,33,"Mactan International Airport"
2024,3,7,32,"Mactan International Airport"
2024,3,8,32,"Mactan International Airport"
2024,3,9,30,"Mactan International Airport"
2024,3,10,31,"Mactan International Airport"
2024,3,11,31,"Mactan International Airport"
2024,3,12,30,"Mactan International Airport"
2024,3,13,31,"Mactan International Airport"
2024,3,14,31,"Mactan International Airport"
2024,3,15,31,"Mactan International Airport"
2024,3,16,31,"Mactan International Airport"
2024,3,17,31,"Mactan International Airport"
2024,3,18,31,"Mactan International Airport"
2024,3,19,30,"Mactan International Airport"
2024,3,20,31,"Mactan International Airport"
2024,3,21,31,"Mactan International Airport"
2024,3,22,32,"Mactan International Airport"
2024,3,23,32,"Mactan International Airport"
2024,3,24,29,"Mactan International Airport"
2024,3,25,31,"Mactan International Airport"
2024,3,26,35,"Mactan International Airport"
2024,3,27,36,"Mactan International Airport"
2024,3,28,35,"Mactan International Airport"
2024,3,29,33,"Mactan International Airport"
2024,3,30,32,"Mactan International Airport"
2024,3,31,33,"Mactan International Airport"
2024,4,1,33,"Mactan International Airport"
2024,4,2,33,"Mactan International Airport"
2024,4,3,33,"Mactan International Airport"
2024,4,4,33,"Mactan International Airport"
2024,4,5,33,"Mactan International Airport"
2024,4,6,33,"Mactan International Airport"
2024,4,7,32,"Mactan International Airport"
2024,4,8,31,"Mactan International Airport"
2024,4,9,34,"Mactan International Airport"
2024,4,10,33,"Mactan International Airport"
2024,4,11,33,"Mactan International Airport"
2024,4,12,33,"Mactan International Airport"
2024,4,13,34,"Mactan International Airport"
2024,4,14,34,"Mactan International Airport"
2024,4,15,35,"Mactan International Airport"
2024,4,16,34,"Mactan International Airport"
2024,4,17,35,"Mactan International Airport"
2024,4,18,35,"Mactan International Airport"
2024,4,19,34,"Mactan International Airport"
2024,4,20,34,"Mactan International Airport"
2024,4,21,35,"Mactan International Airport"
2024,4,22,36,"Mactan International Airport"
2024,4,23,36,"Mactan International Airport"
2024,1,1,27,"Malaybalay"
2024,1,2,25,"Malaybalay"
2024,1,3,27,"Malaybalay"
2024,1,4,27,"Malaybalay"
2024,1,5,27,"Malaybalay"
2024,1,6,26,"Malaybalay"
2024,1,7,28,"Malaybalay"
2024,1,8,27,"Malaybalay"
2024,1,9,26,"Malaybalay"
2024,1,10,28,"Malaybalay"
2024,1,11,28,"Malaybalay"
2024,1,12,27,"Malaybalay"
2024,1,13,26,"Malaybalay"
2024,1,14,24,"Malaybalay"
2024,1,15,26,"Malaybalay"
2024,1,16,24,"Malaybalay"
2024,1,17,25,"Malaybalay"
2024,1,18,24,"Malaybalay"
2024,1,19,24,"Malaybalay"
2024,1,20,26,"Malaybalay"
2024,1,21,26,"Malaybalay"
2024,1,22,26,"Malaybalay"
2024,1,23,25,"Malaybalay"
2024,1,24,27,"Malaybalay"
2024,1,25,24,"Malaybalay"
2024,1,26,24,"Malaybalay"
2024,1,27,25,"Malaybalay"
2024,1,28,25,"Malaybalay"
2024,1,29,24,"Malaybalay"
2024,1,30,24,"Malaybalay"
2024,1,31,22,"Malaybalay"
2024,2,1,25,"Malaybalay"
2024,2,2,26,"Malaybalay"
2024,2,3,27,"Malaybalay"
2024,2,4,26,"Malaybalay"
2024,2,5,26,"Malaybalay"
2024,2,6,25,"Malaybalay"
2024,2,7,25,"Malaybalay"
2024,2,8,25,"Malaybalay"
2024,2,9,26,"Malaybalay"
2024,2,10,26,"Malaybalay"
2024,2,11,26,"Malaybalay"
2024,2,12,26,"Malaybalay"
2024,2,13,26,"Malaybalay"
2024,2,14,25,"Malaybalay"
2024,2,15,26,"Malaybalay"
2024,2,16,24,"Malaybalay"
2024,2,17,28,"Malaybalay"
2024,2,18,24,"Malaybalay"
2024,2,19,25,"Malaybalay"
2024,2,20,26,"Malaybalay"
2024,2,21,26,"Malaybalay"
2024,2,22,25,"Malaybalay"
2024,2,23,25,"Malaybalay"
2024,2,24,26,"Malaybalay"
2024,2,25,25,"Malaybalay"
2024,2,26,26,"Malaybalay"
2024,2,27,25,"Malaybalay"
2024,2,28,26,"Malaybalay"
2024,2,29,26,"Malaybalay"
2024,3,1,26,"Malaybalay"
2024,3,2,26,"Malaybalay"
2024,3,3,26,"Malaybalay"
2024,3,4,26,"Malaybalay"
2024,3,5,28,"Malaybalay"
2024,3,6,27,"Malaybalay"
2024,3,7,26,"Malaybalay"
2024,3,8,26,"Malaybalay"
2024,3,9,25,"Malaybalay"
2024,3,10,24,"Malaybalay"
2024,3,11,25,"Malaybalay"
2024,3,12,26,"Malaybalay"
2024,3,13,26,"Malaybalay"
2024,3,14,26,"Malaybalay"
2024,3,15,25,"Malaybalay"
2024,3,16,26,"Malaybalay"
2024,3,17,26,"Malaybalay"
2024,3,18,25,"Malaybalay"
2024,3,19,27,"Malaybalay"
2024,3,20,27,"Malaybalay"
2024,3,21,27,"Malaybalay"
2024,3,22,26,"Malaybalay"
2024,3,23,27,"Malaybalay"
2024,3,24,26,"Malaybalay"
2024,3,25,28,"Malaybalay"
2024,3,26,28,"Malaybalay"
2024,3,27,28,"Malaybalay"
2024,3,28,26,"Malaybalay"
2024,3,29,24,"Malaybalay"
2024,3,30,28,"Malaybalay"
2024,3,31,26,"Malaybalay"
2024,4,1,25,"Malaybalay"
2024,4,2,25,"Malaybalay"
2024,4,3,28,"Malaybalay"
2024,4,4,28,"Malaybalay"
2024,4,5,27,"Malaybalay"
2024,4,6,24,"Malaybalay"
2024,4,7,26,"Malaybalay"
2024,4,8,26,"Malaybalay"
2024,4,9,28,"Malaybalay"
2024,4,10,25,"Malaybalay"
2024,4,11,29,"Malaybalay"
2024,4,12,29,"Malaybalay"
2024,4,13,29,"Malaybalay"
2024,4,14,28,"Malaybalay"
2024,4,15,30,"Malaybalay"
2024,4,16,30,"Malaybalay"
2024,4,17,31,"Malaybalay"
2024,4,18,29,"Malaybalay"
2024,4,19,28,"Malaybalay"
2024,4,20,29,"Malaybalay"
2024,4,21,28,"Malaybalay"
2024,4,22,32,"Malaybalay"
2024,4,23,30,"Malaybalay"
2024,1,1,34,"City of Masbate"
2024,1,2,32,"City of Masbate"
2024,1,3,32,"City of Masbate"
2024,1,4,33,"City of Masbate"
2024,1,5,30,"City of Masbate"
2024,1,6,31,"City of Masbate"
2024,1,7,32,"City of Masbate"
2024,1,8,33,"City of Masbate"
2024,1,9,35,"City of Masbate"
2024,1,10,34,"City of Masbate"
2024,1,11,28,"City of Masbate"
2024,1,12,27,"City of Masbate"
2024,1,13,30,"City of Masbate"
2024,1,14,31,"City of Masbate"
2024,1,15,30,"City of Masbate"
2024,1,16,29,"City of Masbate"
2024,1,17,30,"City of Masbate"
2024,1,18,32,"City of Masbate"
2024,1,19,30,"City of Masbate"
2024,1,20,31,"City of Masbate"
2024,1,21,30,"City of Masbate"
2024,1,22,30,"City of Masbate"
2024,1,23,31,"City of Masbate"
2024,1,24,29,"City of Masbate"
2024,1,25,26,"City of Masbate"
2024,1,26,27,"City of Masbate"
2024,1,27,27,"City of Masbate"
2024,1,28,26,"City of Masbate"
2024,1,29,27,"City of Masbate"
2024,1,30,28,"City of Masbate"
2024,1,31,30,"City of Masbate"
2024,2,1,30,"City of Masbate"
2024,2,2,30,"City of Masbate"
2024,2,3,31,"City of Masbate"
2024,2,4,32,"City of Masbate"
2024,2,5,31,"City of Masbate"
2024,2,6,28,"City of Masbate"
2024,2,7,30,"City of Masbate"
2024,2,8,31,"City of Masbate"
2024,2,9,29,"City of Masbate"
2024,2,10,28,"City of Masbate"
2024,2,11,30,"City of Masbate"
2024,2,12,28,"City of Masbate"
2024,2,13,28,"City of Masbate"
2024,2,14,30,"City of Masbate"
2024,2,15,28,"City of Masbate"
2024,2,16,29,"City of Masbate"
2024,2,17,30,"City of Masbate"
2024,2,18,30,"City of Masbate"
2024,2,19,31,"City of Masbate"
2024,2,20,31,"City of Masbate"
2024,2,21,32,"City of Masbate"
2024,2,22,31,"City of Masbate"
2024,2,23,32,"City of Masbate"
2024,2,24,31,"City of Masbate"
2024,2,25,31,"City of Masbate"
2024,2,26,29,"City of Masbate"
2024,2,27,30,"City of Masbate"
2024,2,28,31,"City of Masbate"
2024,2,29,32,"City of Masbate"
2024,3,1,31,"City of Masbate"
2024,3,2,30,"City of Masbate"
2024,3,3,28,"City of Masbate"
2024,3,4,31,"City of Masbate"
2024,3,5,31,"City of Masbate"
2024,3,6,32,"City of Masbate"
2024,3,7,32,"City of Masbate"
2024,3,8,31,"City of Masbate"
2024,3,9,32,"City of Masbate"
2024,3,10,29,"City of Masbate"
2024,3,11,31,"City of Masbate"
2024,3,12,32,"City of Masbate"
2024,3,13,33,"City of Masbate"
2024,3,14,32,"City of Masbate"
2024,3,15,33,"City of Masbate"
2024,3,16,32,"City of Masbate"
2024,3,17,31,"City of Masbate"
2024,3,18,28,"City of Masbate"
2024,3,19,31,"City of Masbate"
2024,3,20,32,"City of Masbate"
2024,3,21,31,"City of Masbate"
2024,3,22,33,"City of Masbate"
2024,3,23,33,"City of Masbate"
2024,3,24,32,"City of Masbate"
2024,3,25,33,"City of Masbate"
2024,3,26,36,"City of Masbate"
2024,3,27,36,"City of Masbate"
2024,3,28,36,"City of Masbate"
2024,3,29,34,"City of Masbate"
2024,3,30,33,"City of Masbate"
2024,3,31,34,"City of Masbate"
2024,4,1,34,"City of Masbate"
2024,4,2,34,"City of Masbate"
2024,4,3,34,"City of Masbate"
2024,4,4,35,"City of Masbate"
2024,4,5,35,"City of Masbate"
2024,4,6,34,"City of Masbate"
2024,4,7,33,"City of Masbate"
2024,4,8,33,"City of Masbate"
2024,4,9,33,"City of Masbate"
2024,4,10,34,"City of Masbate"
2024,4,11,34,"City of Masbate"
2024,4,12,34,"City of Masbate"
2024,4,13,35,"City of Masbate"
2024,4,14,35,"City of Masbate"
2024,4,15,35,"City of Masbate"
2024,4,16,34,"City of Masbate"
2024,4,17,35,"City of Masbate"
2024,4,18,35,"City of Masbate"
2024,4,19,36,"City of Masbate"
2024,4,20,35,"City of Masbate"
2024,4,21,37,"City of Masbate"
2024,4,22,38,"City of Masbate"
2024,4,23,37,"City of Masbate"
2024,1,1,29,"Mulanay"
2024,1,2,28,"Mulanay"
2024,1,3,28,"Mulanay"
2024,1,4,28,"Mulanay"
2024,1,5,28,"Mulanay"
2024,1,6,27,"Mulanay"
2024,1,7,28,"Mulanay"
2024,1,8,27,"Mulanay"
2024,1,9,30,"Mulanay"
2024,1,10,28,"Mulanay"
2024,1,11,27,"Mulanay"
2024,1,12,26,"Mulanay"
2024,1,13,26,"Mulanay"
2024,1,14,25,"Mulanay"
2024,1,15,26,"Mulanay"
2024,1,16,25,"Mulanay"
2024,1,17,25,"Mulanay"
2024,1,18,27,"Mulanay"
2024,1,19,28,"Mulanay"
2024,1,20,27,"Mulanay"
2024,1,21,27,"Mulanay"
2024,1,22,27,"Mulanay"
2024,1,23,28,"Mulanay"
2024,1,24,24,"Mulanay"
2024,1,25,24,"Mulanay"
2024,1,26,24,"Mulanay"
2024,1,27,24,"Mulanay"
2024,1,28,25,"Mulanay"
2024,1,29,25,"Mulanay"
2024,1,30,26,"Mulanay"
2024,1,31,27,"Mulanay"
2024,2,1,27,"Mulanay"
2024,2,2,28,"Mulanay"
2024,2,3,29,"Mulanay"
2024,2,4,29,"Mulanay"
2024,2,5,29,"Mulanay"
2024,2,6,28,"Mulanay"
2024,2,7,28,"Mulanay"
2024,2,8,28,"Mulanay"
2024,2,9,28,"Mulanay"
2024,2,10,28,"Mulanay"
2024,2,11,27,"Mulanay"
2024,2,12,26,"Mulanay"
2024,2,13,27,"Mulanay"
2024,2,14,28,"Mulanay"
2024,2,15,29,"Mulanay"
2024,2,16,27,"Mulanay"
2024,2,17,27,"Mulanay"
2024,2,18,28,"Mulanay"
2024,2,19,28,"Mulanay"
2024,2,20,28,"Mulanay"
2024,2,21,28,"Mulanay"
2024,2,22,28,"Mulanay"
2024,2,23,29,"Mulanay"
2024,2,24,28,"Mulanay"
2024,2,25,28,"Mulanay"
2024,2,26,26,"Mulanay"
2024,2,27,27,"Mulanay"
2024,2,28,27,"Mulanay"
2024,2,29,28,"Mulanay"
2024,3,1,28,"Mulanay"
2024,3,2,26,"Mulanay"
2024,3,3,28,"Mulanay"
2024,3,4,28,"Mulanay"
2024,3,5,27,"Mulanay"
2024,3,6,28,"Mulanay"
2024,3,7,29,"Mulanay"
2024,3,8,28,"Mulanay"
2024,3,9,28,"Mulanay"
2024,3,10,27,"Mulanay"
2024,3,11,27,"Mulanay"
2024,3,12,29,"Mulanay"
2024,3,13,30,"Mulanay"
2024,3,14,28,"Mulanay"
2024,3,15,30,"Mulanay"
2024,3,16,30,"Mulanay"
2024,3,17,28,"Mulanay"
2024,3,18,26,"Mulanay"
2024,3,19,29,"Mulanay"
2024,3,20,28,"Mulanay"
2024,3,21,28,"Mulanay"
2024,3,22,29,"Mulanay"
2024,3,23,30,"Mulanay"
2024,3,24,30,"Mulanay"
2024,3,25,31,"Mulanay"
2024,3,26,32,"Mulanay"
2024,3,27,34,"Mulanay"
2024,3,28,35,"Mulanay"
2024,3,29,32,"Mulanay"
2024,3,30,30,"Mulanay"
2024,3,31,30,"Mulanay"
2024,4,1,31,"Mulanay"
2024,4,2,31,"Mulanay"
2024,4,3,33,"Mulanay"
2024,4,4,34,"Mulanay"
2024,4,5,35,"Mulanay"
2024,4,6,34,"Mulanay"
2024,4,7,33,"Mulanay"
2024,4,8,34,"Mulanay"
2024,4,9,35,"Mulanay"
2024,4,10,33,"Mulanay"
2024,4,11,32,"Mulanay"
